"id","name","type","release_date","release_precision","release_year","release_month","release_day","main_story_polled","main_story","main_plus_sides_polled","main_plus_sides","completionist_polled","completionist","all_styles_polled","all_styles","single_player_polled","single_player","co_op_polled","co_op","versus_polled","versus"
"11052","Warhammer Online: Age of Reckoning","multiplayer focused","2008-09-18","day","2008.0","9.0","18.0","","","","","","","","","","","2.0","250.0","4.0","212.0"
"11060","Warhawk(2007)","multiplayer focused","2007-08-28","day","2007.0","8.0","28.0","","","","","","","","","","","1.0","200.0","5.0","267.0"
"11253","Wolfenstein: Enemy Territory","multiplayer focused","2003-05-29","day","2003.0","5.0","29.0","","","","","","","","","","","","","","492.0"
"11285","World of Tanks","multiplayer focused","2011-04-12","day","2011.0","4.0","12.0","7.0","1046.73","5.0","589.9","5.0","4048.0","17.0","1795.1","7.0","1046.73","3.0","324.0","12.0","1514.0"
"11286","World of Warcraft","multiplayer focused","2004-11-23","day","2004.0","11.0","23.0","54.0","660.62","62.0","1593.5","27.0","5628.62","143.0","2003.1","54.0","660.62","41.0","2898.0","15.0","2659.0"
"11924","Rising Storm","multiplayer focused","2013-05-30","day","2013.0","5.0","30.0","","","","","","","","","","","","","","10.5"
"11986","Smite","multiplayer focused","2013","year","2013.0","","","","","","","","","","","","","4.0","7.5","31.0","486.0"
"12243","Major League Baseball 2K9","multiplayer focused","2009-03-03","day","2009.0","3.0","3.0","1.0","10.0","","","","","1.0","10.0","1.0","10.0","","","",""
"12373","Stronghold Kingdoms","multiplayer focused","2012-10-17","day","2012.0","10.0","17.0","","","","","","","","","","","","","","377.0"
"12426","Phantasy Star Online","multiplayer focused","2001-01-29","day","2001.0","1.0","29.0","8.0","31.03","8.0","86.07","4.0","324.43","20.0","111.73","8.0","31.03","2.0","200.0","1.0","110.0"
"12579","MicroVolts Surge","multiplayer focused","2010-08-12","day","2010.0","8.0","12.0","","","","","","","","","","","","","","25.0"
"12597","Need for Speed: World","multiplayer focused","2010-07-27","day","2010.0","7.0","27.0","","","","","","","","","","","","","","12.5"
"12654","Final Fantasy XIV(2013)","multiplayer focused","2013-08-27","day","2013.0","8.0","27.0","209.0","106.25","241.0","484.83","13.0","3586.98","463.0","401.03","209.0","106.25","43.0","1861.0","4.0","51.0"
"12831","Rappelz","multiplayer focused","2009-05-19","day","2009.0","5.0","19.0","","","","","","","","","","","","","","420.0"
"12832","Cabal Online","multiplayer focused","2016-02-17","day","2016.0","2.0","17.0","","","","","1.0","250.0","1.0","250.0","","","","","",""
"13418","Teeworlds","multiplayer focused","2007-03-27","day","2007.0","3.0","27.0","","","","","","","","","","","","","","7.0"
"13422","Words With Friends Classic","multiplayer focused","2009","year","2009.0","","","","","","","","","","","","","","","","15.0"
"13551","Gun Monkeys","multiplayer focused","2013-06-28","day","2013.0","6.0","28.0","","","","","","","","","","","","","","3.5"
"13692","GunBound","multiplayer focused","2006-07","month","2006.0","7.0","","","","","","","","","","","","","100.0","",""
"13795","Tom Clancy's Ghost Recon: Phantoms","multiplayer focused","2014-04-10","day","2014.0","4.0","10.0","","","","","","","","","","","","","","73.5"
"13905","8 Ball Pool Multiplayer","multiplayer focused","2010","year","2010.0","","","","","","","","","","","","","","","","3.5"
"14121","Hearthstone: Heroes of Warcraft","multiplayer focused","2014-03-11","day","2014.0","3.0","11.0","25.0","48.2","18.0","97.23","5.0","748.2","48.0","139.5","25.0","48.2","","","",""
"14442","The Mighty Quest for Epic Loot","multiplayer focused","2013","year","2013.0","","","","","","","","","","","","","","","","70.0"
"14509","No More Room in Hell","multiplayer focused","2011-10-31","day","2011.0","10.0","31.0","","","","","","","","","","","","23.5","",""
"14529","ArcheBlade","multiplayer focused","2014-04-25","day","2014.0","4.0","25.0","","","","","","","","","","","","","","123.0"
"14948","Runes of Magic","multiplayer focused","2009-03-19","day","2009.0","3.0","19.0","","","","","","","","","","","1.0","2500.0","1.0","500.0"
"15020","Panzar: Forged by Chaos","multiplayer focused","2012","year","2012.0","","","","","","","","","","","","","","","","7.0"
"15234","War Thunder","multiplayer focused","2012-11-01","day","2012.0","11.0","1.0","","","","","","","","","","","5.0","443.0","28.0","330.0"
"15502","Elsword","multiplayer focused","2011-03-23","day","2011.0","3.0","23.0","","","","","","","","","","","5.0","220.0","1.0","3000.0"
"15596","Rust","multiplayer focused","2013-12-11","day","2013.0","12.0","11.0","","","","","","","","","","","8.0","75.5","17.0","270.0"
"15992","Project Blackout","multiplayer focused","2010-12-10","day","2010.0","12.0","10.0","","","","","","","","","","","1.0","18.0","2.0","1047.0"
"15994","Blade Symphony","multiplayer focused","2014-05-07","day","2014.0","5.0","7.0","","","","","","","","","","","","","","15.0"
"16227","War of the Vikings","multiplayer focused","2014-04-15","day","2014.0","4.0","15.0","","","","","","","","","","","","","","9.5"
"16475","Phantasy Star Online: Blue Burst","multiplayer focused","2012","year","2012.0","","","","","","","","","","","","","","252.0","",""
"16621","Titanfall","multiplayer focused","2014-03-11","day","2014.0","3.0","11.0","","","","","","","","","","","","","","48.5"
"16647","Asheron's Call","multiplayer focused","1999-11-02","day","1999.0","11.0","2.0","","","","","","","","","","","","100.0","",""
"16703","Magicka: Wizard Wars","multiplayer focused","2013-10-15","day","2013.0","10.0","15.0","","","","","","","","","","","","","","2.0"
"17076","Plants vs. Zombies: Garden Warfare","multiplayer focused","2014-02-25","day","2014.0","2.0","25.0","","","","","","","","","","","14.0","8.0","34.0","106.0"
"17087","HAWKEN","multiplayer focused","2014-02-14","day","2014.0","2.0","14.0","","","","","","","","","","","2.0","1.5","5.0","5.5"
"17207","Nether","multiplayer focused","2013-10-31","day","2013.0","10.0","31.0","","","","","","","","","","","","","","8.5"
"17251","Firefall","multiplayer focused","2014-07-29","day","2014.0","7.0","29.0","","","","","","","","","","","","30.0","",""
"17437","FIFA World","multiplayer focused","","","","","","","","","","","","","","","","1.0","60.0","2.0","34.0"
"17596","The Elder Scrolls Online","multiplayer focused","2014-04-04","day","2014.0","4.0","4.0","50.0","53.87","84.0","252.03","18.0","741.8","152.0","244.85","50.0","53.87","18.0","165.0","8.0","161.0"
"17613","Dead Island: Epidemic","multiplayer focused","2014-11-20","day","2014.0","11.0","20.0","","","","","","","","","","","1.0","22.0","2.0","13.0"
"17632","Atomic Ninjas","multiplayer focused","2013-10-08","day","2013.0","10.0","8.0","1.0","2.0","","","","","1.0","2.0","1.0","2.0","","","",""
"17640","Ragnarok Online","multiplayer focused","2003-06-01","day","2003.0","6.0","1.0","","","","","","","","","","","7.0","2056.0","3.0","2059.0"
"17803","Mabinogi","multiplayer focused","2012-12-06","day","2012.0","12.0","6.0","1.0","30.0","1.0","6500.0","","","2.0","3265.0","1.0","30.0","","","",""
"17989","8BitMMO","multiplayer focused","2013-12-13","day","2013.0","12.0","13.0","","","","","","","","","","","","0.92","",""
"18125","Verdun","multiplayer focused","2013-09-19","day","2013.0","9.0","19.0","","","","","","","","","","","","","","15.0"
"18722","Grand Chase","multiplayer focused","2008-03-08","day","2008.0","3.0","8.0","","","","","","","","","","","","","","800.0"
"18829","Sportsfriends","multiplayer focused","2014-05-06","day","2014.0","5.0","6.0","","","","","","","","","","","1.0","3.0","2.0","2.5"
"19016","Warface","multiplayer focused","2013-10-21","day","2013.0","10.0","21.0","","","","","","","","","","","","","","59.5"
"19539","Strike Vector","multiplayer focused","2014-01-28","day","2014.0","1.0","28.0","","","","","","","","","","","","","","5.5"
"19687","Kingdoms Rise","multiplayer focused","2013-11-18","day","2013.0","11.0","18.0","","","","","","","","","","","","","","3.0"
"19725","Aura Kingdom","multiplayer focused","2014-01-06","day","2014.0","1.0","6.0","1.0","700.0","4.0","803.52","1.0","9341.75","6.0","2209.3","1.0","700.0","1.0","25.0","2.0","97.5"
"19767","Blockstorm","multiplayer focused","2014-06-06","day","2014.0","6.0","6.0","","","","","","","","","","","","","","5.0"
"19814","Marvel Heroes","multiplayer focused","2014-06-04","day","2014.0","6.0","4.0","12.0","24.83","14.0","90.87","2.0","285.0","28.0","76.43","12.0","24.83","5.0","247.0","1.0","20.0"
"19825","War Inc.: Battlezone","multiplayer focused","2011-07-18","day","2011.0","7.0","18.0","","","","","","","","","","","","","","12.5"
"19826","Ragnarok Online 2","multiplayer focused","2013-05","month","2013.0","5.0","","","","","","","","","","","","1.0","348.0","1.0","100.0"
"19832","Zombie Panic! Source","multiplayer focused","2007-12-28","day","2007.0","12.0","28.0","","","","","","","","","","","1.0","0.65","1.0","0.65"
"19833","Synergy(2005)","multiplayer focused","2005-09-01","day","2005.0","9.0","1.0","","","","","","","","","","","","14.5","",""
"19874","Robocraft","multiplayer focused","2014-07-08","day","2014.0","7.0","8.0","","","","","","","","","","","","","","39.5"
"20226","Star Conflict","multiplayer focused","2003-02-27","day","2003.0","2.0","27.0","","","","","","","","","","","1.0","17.0","2.0","251.0"
"20456","Orbital Gear","multiplayer focused","2014-08-07","day","2014.0","8.0","7.0","","","","","","","","","","","","","","10.0"
"20553","Wizard101","multiplayer focused","2008-09-02","day","2008.0","9.0","2.0","","","","","","","","","","","2.0","169.0","1.0","20.0"
"20695","Space Farmers","multiplayer focused","2014-04-17","day","2014.0","4.0","17.0","","","","","","","","","","","5.0","5.0","1.0","7.0"
"20751","Silkroad Online","multiplayer focused","2004-06-01","day","2004.0","6.0","1.0","","","","","","","","","","","","","","200.0"
"20849","Wakfu","multiplayer focused","2014-09-18","day","2014.0","9.0","18.0","","","","","","","","","","","","259.0","",""
"20866","WarRock","multiplayer focused","2007","year","2007.0","","","","","","","","","","","","","","","","400.0"
"20936","Tremulous","multiplayer focused","2005-08-11","day","2005.0","8.0","11.0","","","","","","","","","","","","","","10000.0"
"20937","Soldat","multiplayer focused","2002-08-23","day","2002.0","8.0","23.0","","","","","","","","","","","1.0","2.0","2.0","52.5"
"21022","Battlefield Heroes","multiplayer focused","2009-06-25","day","2009.0","6.0","25.0","","","","","","","","","","","1.0","7.0","4.0","161.0"
"21503","Minimum","multiplayer focused","2014-09-10","day","2014.0","9.0","10.0","","","","","","","","","","","","","","7.5"
"21516","Drift City","multiplayer focused","2007-08-01","day","2007.0","8.0","1.0","1.0","30.0","","","","","1.0","30.0","1.0","30.0","","","",""
"21663","Mu Online","multiplayer focused","2003-10-06","day","2003.0","10.0","6.0","","","","","","","","","","","","","","129.0"
"21669","Metal Gear Online","multiplayer focused","2008-07-17","day","2008.0","7.0","17.0","","","","","","","","","","","","","","15.0"
"21874","Toontown Rewritten","multiplayer focused","2014-09-19","day","2014.0","9.0","19.0","6.0","454.1","3.0","146.67","3.0","203.33","12.0","314.55","6.0","454.1","","","",""
"21936","Rakion","multiplayer focused","2005-01-12","day","2005.0","1.0","12.0","","","","","","","","","","","","","","20.0"
"21940","Tibia","multiplayer focused","1997-01","month","1997.0","1.0","","1.0","500.0","","","","","1.0","500.0","1.0","500.0","2.0","750.0","2.0","753.0"
"21997","Hazard Ops","multiplayer focused","2014-10-08","day","2014.0","10.0","8.0","","","","","","","","","","","1.0","8.5","1.0","2.5"
"22015","GunZ 2: The Second Duel","multiplayer focused","2014-05-01","day","2014.0","5.0","1.0","","","","","","","","","","","","5.0","",""
"22092","NFL Football '94 Starring Joe Montana","multiplayer focused","1993-11","month","1993.0","11.0","","2.0","0.75","","","","","2.0","0.75","2.0","0.75","","","",""
"22130","F.E.A.R. Online","multiplayer focused","2014-10-21","day","2014.0","10.0","21.0","","","","","","","","","","","","","","15.0"
"22370","Dragon Quest X: Rise of the Five Tribes","multiplayer focused","2012-08-02","day","2012.0","8.0","2.0","12.0","41.93","4.0","107.2","","","16.0","58.25","12.0","41.93","","","",""
"22558","Thief Town","multiplayer focused","2014","year","2014.0","","","","","","","","","","","","","","","","1.5"
"22716","Fractured Space","multiplayer focused","2014-11-20","day","2014.0","11.0","20.0","","","","","","","","","","","","","","6.5"
"22811","ArcheAge","multiplayer focused","2014-09-16","day","2014.0","9.0","16.0","","","4.0","717.0","","","4.0","717.0","","","2.0","170.0","2.0","262.0"
"22812","Clash(2016)","multiplayer focused","2016-09-30","day","2016.0","9.0","30.0","","","","","3.0","2.78","3.0","2.78","","","","","",""
"22950","Trove","multiplayer focused","2015-07-09","day","2015.0","7.0","9.0","3.0","53.33","4.0","120.2","2.0","944.62","9.0","281.12","3.0","53.33","7.0","362.0","1.0","107.0"
"22962","Primal Carnage: Extinction","multiplayer focused","2015-04-03","day","2015.0","4.0","3.0","","","","","","","","","","","","","","5.5"
"23050","Gang Beasts","multiplayer focused","2014-08-29","day","2014.0","8.0","29.0","17.0","2.9","11.0","5.47","51.0","7.65","79.0","6.32","17.0","2.9","","","",""
"23199","Heroes of the Storm","multiplayer focused","2015-06-02","day","2015.0","6.0","2.0","6.0","52.67","2.0","358.33","3.0","66.67","11.0","112.05","6.0","52.67","3.0","529.0","14.0","743.0"
"23224","#IDARB","multiplayer focused","2015-01-30","day","2015.0","1.0","30.0","","","","","","","","","","","","","","2.5"
"23259","La Tale","multiplayer focused","2008-09-15","day","2008.0","9.0","15.0","1.0","40.0","","","","","1.0","40.0","1.0","40.0","","","",""
"23263","Royal Quest","multiplayer focused","2014-08-06","day","2014.0","8.0","6.0","1.0","25.0","1.0","50.0","1.0","75.0","3.0","50.0","1.0","25.0","","","",""
"23290","The Jackbox Party Pack","multiplayer focused","2014-11-26","day","2014.0","11.0","26.0","","","","","","","","","","","","","","11.0"
"23471","CrossFire(2009)","multiplayer focused","2009-01-30","day","2009.0","1.0","30.0","","","","","","","","","","","1.0","11.0","2.0","2700.0"
"23623","Just Survive","multiplayer focused","2015-01-15","day","2015.0","1.0","15.0","3.0","30.0","","","3.0","53.83","6.0","41.92","3.0","30.0","3.0","76.0","7.0","181.0"
"23829","TOME: Immortal Arena","multiplayer focused","2014-11-21","day","2014.0","11.0","21.0","","","","","","","","","","","","","","3.0"
"23863","Transformice","multiplayer focused","2015-01-30","day","2015.0","1.0","30.0","","","","","","","","","","","2.0","9.0","2.0","132.0"
"24299","Boring Man: Online Tactical Stickman Combat","multiplayer focused","2014-04-14","day","2014.0","4.0","14.0","","","","","","","","","","","","","","3.0"
"24302","Dirty Bomb","multiplayer focused","2015-06","month","2015.0","6.0","","","","","","","","","","","","","","","66.0"
"24311","Double Action: Boogaloo","multiplayer focused","2014-10-23","day","2014.0","10.0","23.0","","","","","","","","","","","","","","4.0"
"24703","School of Dragons: How to Train Your Dragon","multiplayer focused","2014-12-04","day","2014.0","12.0","4.0","","","","","","","","","","","","4.0","",""
"24730","Dekaron","multiplayer focused","","","","","","1.0","300.0","","","","","1.0","300.0","1.0","300.0","","","",""
"25186","Infinite Crisis","multiplayer focused","2015-03-26","day","2015.0","3.0","26.0","","","","","","","","","","","1.0","35.0","1.0","180.0"
"25235","Heroes & Generals","multiplayer focused","2014-07-11","day","2014.0","7.0","11.0","","","","","","","","","","","","","","30.0"
"25403","Fortress Forever","multiplayer focused","2007-09-13","day","2007.0","9.0","13.0","","","","","","","","","","","","","","49.0"
"25404","Survarium","multiplayer focused","2015-04-02","day","2015.0","4.0","2.0","","","","","","","","","","","1.0","150.0","7.0","44.0"
"26127","Lost Ark","multiplayer focused","2022-02-11","day","2022.0","2.0","11.0","29.0","56.17","40.0","280.83","3.0","704.33","72.0","207.98","29.0","56.17","13.0","546.0","1.0","5.0"
"26318","Screencheat","multiplayer focused","2014-10-24","day","2014.0","10.0","24.0","","","","","","","","","","","1.0","4.0","4.0","3.0"
"26385","Agar.io","multiplayer focused","2015-04-28","day","2015.0","4.0","28.0","","","","","","","","","","","","","","2.5"
"26448","S.K.I.L.L. - Special Force 2","multiplayer focused","2013-09-14","day","2013.0","9.0","14.0","","","","","","","","","","","1.0","100.0","3.0","35.0"
"26551","The Four Kings: Casino and Slots","multiplayer focused","2015-06","month","2015.0","6.0","","","","","","","","","","","","","","","0.5"
"26688","Perfect World(2008)","multiplayer focused","2008-09-02","day","2008.0","9.0","2.0","2.0","350.0","","","","","2.0","350.0","2.0","350.0","1.0","500.0","1.0","100.0"
"26689","RaiderZ","multiplayer focused","2014-01-14","day","2014.0","1.0","14.0","","","","","","","","","","","","","","0.7"
"26793","Rising Storm 2: Vietnam","multiplayer focused","2017-05-30","day","2017.0","5.0","30.0","","","","","","","","","","","","","","56.5"
"27118","The Black Watchmen","multiplayer focused","2015-06-25","day","2015.0","6.0","25.0","3.0","13.87","1.0","83.8","","","4.0","31.35","3.0","13.87","","","",""
"27125","World of Warships","multiplayer focused","2017-11-15","day","2017.0","11.0","15.0","","","1.0","144.0","","","1.0","144.0","","","","","",""
"27226","Subspace Continuum","multiplayer focused","2015-07-03","day","2015.0","7.0","3.0","","","","","","","","","","","","","","3.0"
"27385","Dragon Nest","multiplayer focused","2012-12-18","day","2012.0","12.0","18.0","2.0","40.25","2.0","118.9","","","4.0","79.57","2.0","40.25","","","",""
"27489","Age of Empires Online","multiplayer focused","2011-08-16","day","2011.0","8.0","16.0","1.0","18.5","","","1.0","300.0","2.0","159.25","1.0","18.5","","","",""
"27604","Ratz Instagib","multiplayer focused","2015-01-21","day","2015.0","1.0","21.0","","","","","","","","","","","","","","3.5"
"27886","Quiplash","multiplayer focused","2015-06-30","day","2015.0","6.0","30.0","","","","","","","","","","","","","","2.5"
"27969","World of Warplanes","multiplayer focused","2013-11-13","day","2013.0","11.0","13.0","","","","","","","","","","","","","","2.0"
"28041","Codename CURE","multiplayer focused","2015-07-17","day","2015.0","7.0","17.0","1.0","12.07","","","","","1.0","12.07","1.0","12.07","","","",""
"28164","A.V.A: Alliance of Valiant Arms","multiplayer focused","2011-06-14","day","2011.0","6.0","14.0","","","","","","","","","","","","","","168.0"
"28192","Pandora Saga: Weapons of Balance","multiplayer focused","","","","","","1.0","10.0","","","","","1.0","10.0","1.0","10.0","","","",""
"28217","Pirates, Vikings, & Knights II","multiplayer focused","2010-02-12","day","2010.0","2.0","12.0","","","","","","","","","","","","","","32.0"
"28388","Skyforge","multiplayer focused","2015-07-16","day","2015.0","7.0","16.0","2.0","43.0","1.0","108.0","1.0","770.0","4.0","241.0","2.0","43.0","","","",""
"28466","Red Crucible: Firestorm","multiplayer focused","2015-05-29","day","2015.0","5.0","29.0","","","","","","","","","","","","","","30.0"
"28513","Dragon's Prophet","multiplayer focused","2013-09-23","day","2013.0","9.0","23.0","1.0","40.0","","","","","1.0","40.0","1.0","40.0","","","",""
"28633","Battlefield Play4Free","multiplayer focused","2010-11-30","day","2010.0","11.0","30.0","","","","","","","","","","","","","","30.0"
"28918","Tristoy","multiplayer focused","2015-01-15","day","2015.0","1.0","15.0","","","","","","","","","","","","2.5","",""
"28951","Dofus","multiplayer focused","2005-09","month","2005.0","9.0","","","","","","","","","","","","","3050.0","",""
"29143","Dead Realm","multiplayer focused","2015-08-03","day","2015.0","8.0","3.0","","","","","","","","","","","","","","0.78"
"29226","Dungeon Hunter 5","multiplayer focused","2015-02-27","day","2015.0","2.0","27.0","","","","","3.0","103.33","3.0","103.33","","","","","",""
"29745","World of Soccer Online","multiplayer focused","2015-08-26","day","2015.0","8.0","26.0","","","","","","","","","","","","","","143.0"
"30567","QuizUp","multiplayer focused","","","","","","","","","","","","","","","","","","","10.0"
"30582","Phantasy Star Online 2: New Genesis","multiplayer focused","2021-06-09","day","2021.0","6.0","9.0","7.0","18.18","5.0","52.55","1.0","3000.0","13.0","260.77","7.0","18.18","","","",""
"30618","Invokers Tournament","multiplayer focused","2015-06-09","day","2015.0","6.0","9.0","2.0","7.87","","","","","2.0","7.87","2.0","7.87","","","",""
"30759","Insurgency: Modern Infantry Combat","multiplayer focused","2007-10-23","day","2007.0","10.0","23.0","","","","","","","","","","","","","","2.5"
"30933","Keep Talking and Nobody Explodes","multiplayer focused","2015-08-08","day","2015.0","8.0","8.0","","","","","","","","","","","","6.0","",""
"31467","LEGO Minifigures Online","multiplayer focused","2014-10-29","day","2014.0","10.0","29.0","1.0","1.33","","","","","1.0","1.33","1.0","1.33","","","",""
"31590","Overwatch","multiplayer focused","2016-05-23","day","2016.0","5.0","23.0","","","","","","","","","","","","","","318.0"
"31728","Air Brawl","multiplayer focused","2015-06-02","day","2015.0","6.0","2.0","","","","","","","","","","","","","","3.0"
"32047","Ballistic Overkill","multiplayer focused","2015-10-08","day","2015.0","10.0","8.0","","","","","","","","","","","","","","15.0"
"32205","The Jackbox Party Pack 2","multiplayer focused","2015-10-13","day","2015.0","10.0","13.0","","","","","","","","","","","","","","4.0"
"32268","Steel Ocean","multiplayer focused","2015-11-12","day","2015.0","11.0","12.0","","","","","","","","","","","","","","17.5"
"32439","RWBY: Grimm Eclipse","multiplayer focused","2016-07-05","day","2016.0","7.0","5.0","35.0","4.1","15.0","9.4","8.0","36.27","58.0","9.9","35.0","4.1","","","",""
"32677","The Mean Greens: Plastic Warfare","multiplayer focused","2015-12-08","day","2015.0","12.0","8.0","","","","","","","","","","","","","","3.0"
"32715","Devilian","multiplayer focused","2015-12-10","day","2015.0","12.0","10.0","1.0","15.0","2.0","36.43","1.0","160.0","4.0","61.97","1.0","15.0","","","",""
"33021","Paladins","multiplayer focused","2016-09-15","day","2016.0","9.0","15.0","","","","","","","","","","","","","","181.0"
"33169","Oh...Sir!","multiplayer focused","2015-12-21","day","2015.0","12.0","21.0","","","","","","","","","","","","","","0.7"
"33215","Squad","multiplayer focused","2015-12-15","day","2015.0","12.0","15.0","","","","","","","","","","","","","","30.0"
"33375","Who's Your Daddy","multiplayer focused","2015-12-23","day","2015.0","12.0","23.0","","","","","","","","","","","","","","1.5"
"33404","Ghost in the Shell: Stand Alone Complex - First Assault Online","multiplayer focused","2015-12-14","day","2015.0","12.0","14.0","","","","","","","","","","","","","","17.5"
"33754","Blade & Soul","multiplayer focused","2016-01-19","day","2016.0","1.0","19.0","2.0","45.0","1.0","55.0","1.0","2000.0","4.0","536.25","2.0","45.0","4.0","345.0","3.0","933.0"
"33781","Sven Co-Op","multiplayer focused","1999-01-19","day","1999.0","1.0","19.0","","","","","","","","","","","15.0","11.0","1.0","5.0"
"34547","Stop Online: Battle of Words","multiplayer focused","2016-01-15","day","2016.0","1.0","15.0","","","","","","","","","","","","","","2.0"
"34704","Z1 Battle Royale","multiplayer focused","2016-02-18","day","2016.0","2.0","18.0","","","","","","","","","","","","","","82.0"
"34863","Wurm Unlimited","multiplayer focused","2015-10-21","day","2015.0","10.0","21.0","","","1.0","1588.0","","","1.0","1588.0","","","","","",""
"34956","Golf With Your Friends","multiplayer focused","2020-05-19","day","2020.0","5.0","19.0","40.0","6.32","30.0","12.28","31.0","27.57","101.0","14.62","40.0","6.32","","","",""
"35307","The Culling","multiplayer focused","2016-03-04","day","2016.0","3.0","4.0","","","","","","","","","","","1.0","1.5","3.0","32.5"
"35801","Last Chaos","multiplayer focused","","","","","","","","","","","","","","","","","","","60.0"
"35858","Governor of Poker 3","multiplayer focused","2016-02-19","day","2016.0","2.0","19.0","","","","","","","","","","","","","","14.5"
"35873","Faeria","multiplayer focused","2016-02-29","day","2016.0","2.0","29.0","","","","","","","","","","","","","","51.0"
"35883","Disc Jam","multiplayer focused","2017-03-07","day","2017.0","3.0","7.0","","","","","","","","","","","","","","3.0"
"36029","Piercing Blow","multiplayer focused","2015-11-10","day","2015.0","11.0","10.0","","","","","1.0","29.0","1.0","29.0","","","","","",""
"36288","The Ship: Remasted","multiplayer focused","2016-02-22","day","2016.0","2.0","22.0","","","","","","","","","","","","","","6.0"
"36498","Eve: Valkyrie","multiplayer focused","2016-10-10","day","2016.0","10.0","10.0","","","","","","","","","","","","","","0.25"
"36853","Bloons TD Battles","multiplayer focused","2016-04-20","day","2016.0","4.0","20.0","","","","","","","","","","","","","","30.0"
"36912","Knight Online","multiplayer focused","2016-01-25","day","2016.0","1.0","25.0","","","","","3.0","7390.4","3.0","7390.4","","","","","",""
"37026","slither.io","multiplayer focused","2016-03-25","day","2016.0","3.0","25.0","","","","","","","","","","","","","","2.5"
"37088","Lost Reavers","multiplayer focused","2016-04-28","day","2016.0","4.0","28.0","","","","","","","","","","","","5.0","",""
"37327","Ultimate Chicken Horse","multiplayer focused","2016-03-04","day","2016.0","3.0","4.0","","","","","","","","","","","3.0","6.0","21.0","18.5"
"37366","Roblox","multiplayer focused","2006","year","2006.0","","","7.0","22.13","7.0","97.13","16.0","155.07","30.0","110.53","7.0","22.13","12.0","909.0","12.0","607.0"
"37549","The Isle","multiplayer focused","2015-12-01","day","2015.0","12.0","1.0","","","","","","","","","","","","","","6.5"
"37760","Summoners War: Sky Arena","multiplayer focused","2014-06-12","day","2014.0","6.0","12.0","","","","","","","","","","","","","","280.0"
"37770","Clash Royale","multiplayer focused","2016-03-02","day","2016.0","3.0","2.0","6.0","307.63","3.0","233.5","1.0","380.0","10.0","292.62","6.0","307.63","2.0","60.5","5.0","162.0"
"37986","Dead by Daylight","multiplayer focused","2016-06-14","day","2016.0","6.0","14.0","","","","","","","","","","","21.0","448.0","53.0","380.0"
"38126","Absolver","multiplayer focused","2017-08-29","day","2017.0","8.0","29.0","85.0","5.17","46.0","9.17","8.0","23.57","139.0","7.55","85.0","5.17","6.0","6.5","2.0","10.0"
"38234","Drawful 2","multiplayer focused","2016-06-20","day","2016.0","6.0","20.0","","","","","","","","","","","","","","3.0"
"38274","Romopolis","multiplayer focused","2009-03-29","day","2009.0","3.0","29.0","","","","","4.0","12.37","4.0","12.37","","","","","",""
"38281","Worlds Adrift","multiplayer focused","2016","year","2016.0","","","","","","","","","","","","","","","","1.5"
"38416","LawBreakers","multiplayer focused","2016","year","2016.0","","","","","","","","","","","","","","","","77.0"
"38510","Atlas Reactor","multiplayer focused","2016-05-12","day","2016.0","5.0","12.0","","","","","","","","","","","","","","29.5"
"38558","Rec Room","multiplayer focused","2016-06-01","day","2016.0","6.0","1.0","","","","","","","","","","","","","","1702.0"
"38661","Marooners","multiplayer focused","2016-09-15","day","2016.0","9.0","15.0","","","","","6.0","10.05","6.0","10.05","","","","","",""
"39150","Day of Infamy","multiplayer focused","2016-07-28","day","2016.0","7.0","28.0","","","","","","","","","","","4.0","52.5","4.0","6.5"
"39393","Dreadnought","multiplayer focused","2017-08-01","day","2017.0","8.0","1.0","","","","","","","","","","","","","","39.0"
"40139","AdventureQuest 3D","multiplayer focused","2016-10-19","day","2016.0","10.0","19.0","3.0","353.67","1.0","15.0","1.0","60.0","5.0","227.2","3.0","353.67","","","",""
"40154","Cockroach Simulator","multiplayer focused","2016-09-15","day","2016.0","9.0","15.0","","","","","","","","","","","","","","2.0"
"40179","Battlerite","multiplayer focused","2016-09-20","day","2016.0","9.0","20.0","4.0","39.65","","","1.0","43.4","5.0","40.4","4.0","39.65","1.0","87.0","14.0","94.0"
"40390","WWE SuperCard","multiplayer focused","2014-08-14","day","2014.0","8.0","14.0","1.0","10.0","","","","","1.0","10.0","1.0","10.0","","","",""
"40718","The Jackbox Party Pack 3","multiplayer focused","2016-10-17","day","2016.0","10.0","17.0","","","","","","","","","","","","","","4.5"
"40915","What The Box?","multiplayer focused","2016-09-12","day","2016.0","9.0","12.0","","","","","","","","","","","","","","3.0"
"41186","Racecar.io","multiplayer focused","2016-10-18","day","2016.0","10.0","18.0","","","","","7.0","0.42","7.0","0.42","","","","","",""
"41274","Minion Masters","multiplayer focused","2016-12-02","day","2016.0","12.0","2.0","","","","","","","","","","","","","","45.0"
"41327","Atlas(2018)","multiplayer focused","2018-12-22","day","2018.0","12.0","22.0","1.0","18.0","","","","","1.0","18.0","1.0","18.0","","","",""
"41439","Intershelter","multiplayer focused","2016-11-20","day","2016.0","11.0","20.0","","","","","","","","","","","","","","0.28"
"41559","Meadow","multiplayer focused","2016-10-26","day","2016.0","10.0","26.0","1.0","25.57","1.0","50.9","2.0","106.6","4.0","72.42","1.0","25.57","","","",""
